"","Description","daGAL4_plus1","daGAL4_plus2","daGAL4_plus3","daGAL4_plus4","daGAL4_plus5","daGAL4_Ab_ARC1","daGAL4_Ab_ARC2","daGAL4_Ab_ARC3","daGAL4_Ab_ARC4","daGAL4_Ab_ARC5","logFC","adj.P.Val","gene_name","symbol","cutoff1"
"3994","CG3402 OS=Drosophila melanogaster GN=BcDNA:LD06317 PE=1 SV=1",7.152,7.283,7.211,7.443,7.148,7.21,7.302,7.166,7.01,6.745,-0.16,0.241,"CG3402","BcDNA:LD06317","no_change"
"3995","UPF0505 protein CG8202 OS=Drosophila melanogaster GN=CG8202 PE=2 SV=3",5.409,5.474,5.381,5.332,5.287,5.256,5.541,5.53,5.386,5.399,0.046,0.604,"UPF0505 protein CG8202","CG8202","no_change"
"3996","CG3168, isoform A OS=Drosophila melanogaster GN=CG3168 PE=1 SV=2",6.911,7.083,6.92,7.065,7.08,7.062,6.89,6.67,6.615,6.608,-0.243,0.069,"CG3168, isoform A","CG3168","no_change"
"3997","Dynein assembly factor 5, axonemal OS=Drosophila melanogaster GN=HEATR2 PE=2 SV=1",5.413,5.554,5.204,5.819,5.436,5.331,5.312,5.229,5.105,4.474,-0.395,0.089,"Dynein assembly factor 5, axonemal","HEATR2","no_change"
"3998","Ben, isoform C OS=Drosophila melanogaster GN=be PE=2 SV=2",5.161,5.543,5.075,5.392,4.926,5.177,5.159,4.533,4.245,4.194,-0.558,0.066,"Ben, isoform C","be","no_change"
"3999","GILT-like protein 2 OS=Drosophila melanogaster GN=GILT2 PE=2 SV=1",7.625,7.624,7.59,7.584,7.624,7.649,7.739,7.532,7.327,7.438,-0.073,0.459,"GILT-like protein 2","GILT2","no_change"
"4000","Uncharacterized protein, isoform A OS=Drosophila melanogaster GN=CG12822 PE=4 SV=1",4.039,3.551,3.71,3.512,3.727,3.675,3.959,3.664,3.704,3.513,-0.005,0.975,"Uncharacterized protein, isoform A","CG12822","no_change"
"4001","Muscarinic acetylcholine Receptor, B-type, isoform A OS=Drosophila melanogaster GN=mAChR-B PE=2 SV=2",2.419,3.251,3.311,3.26,2.788,3.663,2.182,2.986,2.763,1.567,-0.374,0.404,"Muscarinic acetylcholine Receptor, B-type, isoform A","mAChR-B","no_change"
"4002","18 wheeler OS=Drosophila melanogaster GN=18w PE=3 SV=1",4.267,4.417,4.366,3.845,4.518,4.521,3.796,3.86,4.359,5.377,0.1,0.785,"18 wheeler","18w","no_change"
"4003","CG7979 OS=Drosophila melanogaster GN=Dmel\CG7979 PE=2 SV=1",6.049,6.061,6.105,5.899,6,5.919,5.884,5.935,5.948,6.129,-0.06,0.464,"CG7979","Dmel\CG7979","no_change"
"4004","CG6115, isoform A OS=Drosophila melanogaster GN=BcDNA:GH16758 PE=2 SV=1",6.608,6.56,6.632,6.684,6.876,6.641,6.877,7.225,7.548,7.619,0.51,0.049,"CG6115, isoform A","BcDNA:GH16758","no_change"
"4005","Drosha OS=Drosophila melanogaster GN=drosha PE=2 SV=1",2.521,2.61,3.358,2.596,3.257,3.223,2.121,2.903,2.935,2.746,-0.082,0.79,"Drosha","drosha","no_change"
"4006","CG9578 OS=Drosophila melanogaster GN=CG9578 PE=1 SV=2",6.935,6.851,6.931,6.986,6.834,6.94,6.936,6.747,6.54,6.39,-0.197,0.16,"CG9578","CG9578","no_change"
"4007","CG6136, isoform B OS=Drosophila melanogaster GN=CG6136 PE=4 SV=1",4.056,3.908,3.698,4.078,3.882,3.846,4.267,3.654,3.928,4.254,0.066,0.697,"CG6136, isoform B","CG6136","no_change"
"4008","Krishah, isoform B OS=Drosophila melanogaster GN=kri PE=1 SV=1",6.557,6.732,6.758,6.646,6.705,6.655,6.646,6.384,6.355,6.361,-0.199,0.074,"Krishah, isoform B","kri","no_change"
"4009","GH07529p OS=Drosophila melanogaster GN=MFS14 PE=1 SV=1",6.622,7.104,6.833,7.173,7.033,7.081,7.019,7.258,7.065,6.77,0.086,0.58,"GH07529p","MFS14","no_change"
"4010","CG6927 OS=Drosophila melanogaster GN=CG6927 PE=2 SV=1",5.403,5.497,5.545,5.569,5.212,5.731,5.734,5.463,5.242,4.723,-0.067,0.782,"CG6927","CG6927","no_change"
"4011","Uncharacterized protein, isoform B OS=Drosophila melanogaster GN=CG13373 PE=4 SV=1",5.586,5.767,5.823,5.913,5.721,5.635,5.822,5.597,5.488,5.393,-0.175,0.139,"Uncharacterized protein, isoform B","CG13373","no_change"
"4012","Conserved oligomeric Golgi complex subunit 3 OS=Drosophila melanogaster GN=Cog3 PE=1 SV=1",4.973,5.524,5.469,5.695,5.421,5.398,5.137,4.878,4.695,4.732,-0.448,0.055,"Conserved oligomeric Golgi complex subunit 3","Cog3","no_change"
"4013","CG4662, isoform D OS=Drosophila melanogaster GN=CG4662 PE=1 SV=1",5.862,5.988,5.755,5.902,5.937,5.87,5.873,5.308,5.564,5.425,-0.281,0.076,"CG4662, isoform D","CG4662","no_change"
"4014","CG6145, isoform C OS=Drosophila melanogaster GN=CG6145 PE=2 SV=1",4.089,3.861,3.722,3.868,3.764,3.813,3.412,4.852,4.894,4.66,0.465,0.189,"CG6145, isoform C","CG6145","no_change"
"4015","CG6674, isoform A OS=Drosophila melanogaster GN=Dmel\CG6674 PE=2 SV=1",6.555,6.898,6.897,6.983,6.779,6.94,6.466,6.461,5.964,5.883,-0.48,0.066,"CG6674, isoform A","Dmel\CG6674","no_change"
"4016","GH17661p OS=Drosophila melanogaster GN=Dmel\CG33056 PE=1 SV=1",6.548,6.602,6.567,6.243,6.591,6.553,6.588,6.651,6.712,6.779,0.146,0.165,"GH17661p","Dmel\CG33056","no_change"
"4017","Cricklet OS=Drosophila melanogaster GN=clt PE=1 SV=1",6.823,6.754,6.951,6.77,6.916,6.988,6.77,6.694,6.632,6.484,-0.129,0.266,"Cricklet","clt","no_change"
"4018","Solute carrier organic anion transporter family member OS=Drosophila melanogaster GN=Oatp58Db PE=3 SV=3",4.762,5.223,4.661,4.885,5.076,4.904,4.474,4.333,4.61,4.599,-0.338,0.064,"Solute carrier organic anion transporter family member","Oatp58Db","no_change"
"4019","Phospholipid-transporting ATPase OS=Drosophila melanogaster GN=CG4301 PE=1 SV=2",6.628,6.797,6.976,7.041,6.725,6.956,6.816,6.819,6.913,7.001,0.068,0.541,"Phospholipid-transporting ATPase","CG4301","no_change"
"4020","Eukaryotic translation initiation factor 2-alpha kinase OS=Drosophila melanogaster GN=PEK PE=1 SV=2",4.366,4.505,4.922,4.851,4.63,4.555,4.796,4.5,4.239,4.815,-0.074,0.681,"Eukaryotic translation initiation factor 2-alpha kinase","PEK","no_change"
"4021","Uncharacterized protein, isoform G OS=Drosophila melanogaster GN=CG34370 PE=4 SV=1",4.808,5.156,4.686,4.805,4.782,4.746,4.875,4.937,4.89,5.003,0.043,0.719,"Uncharacterized protein, isoform G","CG34370","no_change"
"4022","CG3822 OS=Drosophila melanogaster GN=CG3822 PE=1 SV=1",5.881,5.4,5.945,5.572,5.727,5.838,5.884,5.964,5.638,5.674,0.094,0.509,"CG3822","CG3822","no_change"
"4023","Cuticular protein 67B OS=Drosophila melanogaster GN=Cpr67B PE=1 SV=1",7.361,7.713,7.605,7.401,7.46,7.118,7.25,7.088,6.842,7.093,-0.43,0.012,"Cuticular protein 67B","Cpr67B","no_change"
"4024","AT04450p OS=Drosophila melanogaster GN=CG11891 PE=2 SV=1",6.648,6.807,6.739,6.549,6.823,6.479,6.4,6.46,6.593,7.085,-0.11,0.495,"AT04450p","CG11891","no_change"
"4025","FI02109p OS=Drosophila melanogaster GN=CG12702-RA PE=1 SV=1",5.855,5.757,5.883,6.031,5.758,5.999,6.084,6.09,5.626,5.407,-0.015,0.938,"FI02109p","CG12702-RA","no_change"
"4026","Uncharacterized protein OS=Drosophila melanogaster GN=CG16908 PE=1 SV=1",5.615,5.547,5.585,5.579,5.646,5.722,5.742,5.671,5.505,4.923,-0.082,0.66,"Uncharacterized protein","CG16908","no_change"
"4027","IP09819p OS=Drosophila melanogaster GN=CG15602 PE=1 SV=1",5.852,6.09,6.145,5.99,6.096,5.994,5.857,5.832,5.798,5.87,-0.164,0.08,"IP09819p","CG15602","no_change"
"4028","Krueppel target at 95D, isoform A OS=Drosophila melanogaster GN=KrT95D PE=1 SV=3",4.644,4.988,4.617,4.663,4.682,4.819,4.711,4.5,4.535,4.338,-0.138,0.297,"Krueppel target at 95D, isoform A","KrT95D","no_change"
"4029","LP12324p OS=Drosophila melanogaster GN=svr PE=1 SV=1",3.31,3.214,2.686,3.763,3.466,3.395,3.412,2.986,2.78,2.629,-0.247,0.361,"LP12324p","svr","no_change"
"4030","Solute carrier organic anion transporter family member OS=Drosophila melanogaster GN=Oatp58Da PE=2 SV=3",3.238,3.505,3.447,4.028,3.74,3.508,3.665,3.327,3.239,3.261,-0.192,0.299,"Solute carrier organic anion transporter family member","Oatp58Da","no_change"
"4031","U1 small nuclear ribonucleoprotein A OS=Drosophila melanogaster GN=snf PE=1 SV=1",6.434,6.358,6.647,6.315,6.507,6.346,6.758,7.173,7.671,7.759,0.689,0.052,"U1 small nuclear ribonucleoprotein A","snf","no_change"
"4032","Protein NPC2 homolog OS=Drosophila melanogaster GN=Npc2a PE=2 SV=1",7.637,7.384,7.512,7.569,7.479,7.683,7.537,7.578,7.532,7.389,0.027,0.768,"Protein NPC2 homolog","Npc2a","no_change"
"4033","CG4306 OS=Drosophila melanogaster GN=Dmel\CG4306 PE=1 SV=1",6.686,6.768,6.703,6.96,6.842,6.753,6.531,6.402,6.136,5.916,-0.444,0.038,"CG4306","Dmel\CG4306","no_change"
"4034","Augmin complex subunit dgt5 OS=Drosophila melanogaster GN=dgt5 PE=1 SV=1",4.508,4.867,4.716,4.793,4.389,4.813,4.946,4.891,4.656,4.674,0.141,0.278,"Augmin complex subunit dgt5","dgt5","no_change"
"4035","Mediator complex subunit 31, isoform C OS=Drosophila melanogaster GN=MED31 PE=4 SV=1",4.004,4.288,3.993,4.181,4.365,4.899,4.419,3.723,3.993,3.897,0.02,0.945,"Mediator complex subunit 31, isoform C","MED31","no_change"
"4036","Epidermal stripes and patches, isoform A OS=Drosophila melanogaster GN=Esp PE=2 SV=1",5.335,5.663,5.335,5.43,5.282,5.219,5.214,5.033,4.713,4.684,-0.436,0.028,"Epidermal stripes and patches, isoform A","Esp","no_change"
"4037","CG6686, isoform A OS=Drosophila melanogaster GN=SART1 PE=1 SV=1",6.876,7.156,6.997,7.018,7.012,6.973,6.881,6.607,6.608,6.521,-0.294,0.04,"CG6686, isoform A","SART1","no_change"
"4038","CG6040 OS=Drosophila melanogaster GN=CG6040 PE=4 SV=2",4.909,4.45,4.552,4.805,4.915,4.487,4.267,4.195,4.49,4.18,-0.402,0.025,"CG6040","CG6040","no_change"
"4039","CG6972, isoform B OS=Drosophila melanogaster GN=CG6972 PE=4 SV=1",7.521,7.667,7.531,7.548,7.643,7.406,7.25,7.123,7.115,7.3,-0.343,0.01,"CG6972, isoform B","CG6972","no_change"
"4040","Chromatin assembly factor 1, p180 subunit OS=Drosophila melanogaster GN=Caf1-180 PE=1 SV=1",4.177,3.896,4.572,3.902,4.101,4.452,4.993,4.437,4.32,3.737,0.258,0.337,"Chromatin assembly factor 1, p180 subunit","Caf1-180","no_change"
"4041","Protein SMG8 OS=Drosophila melanogaster GN=CG6729 PE=2 SV=1",6.381,5.683,5.971,5.971,5.929,6.131,6.398,6.303,6.31,6.194,0.28,0.077,"Protein SMG8","CG6729","no_change"
"4042","ATP-dependent DNA helicase II subunit 2 OS=Drosophila melanogaster GN=Ku80 PE=1 SV=1",6.893,6.964,7.125,7.053,6.791,6.841,6.759,6.343,5.592,4.967,-0.865,0.059,"ATP-dependent DNA helicase II subunit 2","Ku80","no_change"
"4043","Uncharacterized protein, isoform A OS=Drosophila melanogaster GN=CG11164 PE=1 SV=1",6.705,6.719,6.722,6.914,6.538,6.912,7.133,6.997,6.822,6.523,0.158,0.271,"Uncharacterized protein, isoform A","CG11164","no_change"
"4044","Organic cation transporter, isoform B OS=Drosophila melanogaster GN=Orct PE=4 SV=1",7.202,7.448,7.357,7.523,7.397,7.31,7.29,6.915,6.521,6.381,-0.502,0.053,"Organic cation transporter, isoform B","Orct","no_change"
"4045","Hyperkinetic, isoform F OS=Drosophila melanogaster GN=Hk PE=4 SV=1",6.124,6.343,6.003,5.984,6.318,5.894,6.02,6.006,6.014,5.788,-0.21,0.082,"Hyperkinetic, isoform F","Hk","no_change"
"4046","CG1299, isoform A OS=Drosophila melanogaster GN=SP18 PE=3 SV=2",6.324,6.722,6.593,6.618,6.781,6.65,6.077,6.227,6.035,6.124,-0.385,0.041,"CG1299, isoform A","SP18","no_change"
"4047","Autophagy-related protein 9 OS=Drosophila melanogaster GN=Atg9 PE=1 SV=1",6.838,6.507,6.625,6.269,6.481,6.466,6.422,6.836,6.948,7.068,0.204,0.274,"Autophagy-related protein 9","Atg9","no_change"
"4048","Signal peptidase complex catalytic subunit SEC11 OS=Drosophila melanogaster GN=twr PE=1 SV=1",8.095,7.873,8.044,7.96,7.879,7.848,8.095,8.134,7.975,7.853,0.011,0.922,"Signal peptidase complex catalytic subunit SEC11","twr","no_change"
"4049","Tetraspanin-2A OS=Drosophila melanogaster GN=Tsp2A PE=1 SV=1",5.004,5.497,5.392,5.53,5.27,4.548,5.079,4.775,5.052,4.765,-0.495,0.021,"Tetraspanin-2A","Tsp2A","no_change"
"4050","Cadherin-N, isoform L OS=Drosophila melanogaster GN=CadN PE=1 SV=1",5.331,5.52,5.283,5.523,5.5,5.424,5.264,5.083,5.178,5.023,-0.237,0.057,"Cadherin-N, isoform L","CadN","no_change"
"4051","CG9147, isoform A OS=Drosophila melanogaster GN=Dmel\CG9147 PE=1 SV=2",5.452,5.767,5.607,5.252,5.63,5.466,5.39,5.308,5.306,5.331,-0.181,0.135,"CG9147, isoform A","Dmel\CG9147","no_change"
"4052","LD36009p OS=Drosophila melanogaster GN=lace PE=1 SV=1",6.247,6.362,6.593,6.774,6.604,6.348,6.09,5.46,5.286,5.083,-0.863,0.023,"LD36009p","lace","no_change"
"4053","RIM-binding protein, isoform F OS=Drosophila melanogaster GN=Rbp PE=1 SV=1",4.185,4.694,4.134,4.49,4.616,4.541,4.509,4.437,4.245,4.833,0.089,0.614,"RIM-binding protein, isoform F","Rbp","no_change"
"4054","Cytochrome c oxidase subunit 1 OS=Drosophila melanogaster GN=mt:CoI PE=2 SV=2",6.836,6.352,6.619,6.13,6.413,6.129,6.585,7.032,6.485,6.645,0.105,0.636,"Cytochrome c oxidase subunit 1","mt:CoI","no_change"
"4055","Uncharacterized protein OS=Drosophila melanogaster GN=CT32604 PE=4 SV=2",4.545,4.474,4.089,3.977,4.357,4.093,4.129,4.483,4.582,4.572,0.084,0.651,"Uncharacterized protein","CT32604","no_change"
"4056","LD10772p OS=Drosophila melanogaster GN=CG10979 PE=1 SV=1",4.413,4.727,4.531,4.344,4.561,4.501,4.121,4.314,4.089,3.699,-0.37,0.059,"LD10772p","CG10979","no_change"
"4057","Cerebral cavernous malformation 3 ortholog OS=Drosophila melanogaster GN=Ccm3 PE=1 SV=2",5.815,5.573,5.85,5.729,5.882,5.466,5.667,5.592,5.676,5.627,-0.164,0.093,"Cerebral cavernous malformation 3 ortholog","Ccm3","no_change"
"4058","N-alpha-acetyltransferase 30A OS=Drosophila melanogaster GN=Naa30A PE=2 SV=1",6.148,5.652,5.961,5.929,5.972,6.109,6.234,6.123,6.129,6.324,0.252,0.051,"N-alpha-acetyltransferase 30A","Naa30A","no_change"
"4059","Semaphorin-2A OS=Drosophila melanogaster GN=Sema2a PE=1 SV=2",6.064,5.827,6.023,5.882,5.507,6.033,6.092,6.371,6.221,5.804,0.244,0.145,"Semaphorin-2A","Sema2a","no_change"
"4060","Troponin C at 73F, isoform C OS=Drosophila melanogaster GN=TpnC73F PE=4 SV=1",5.047,6.202,6.165,6.23,4.788,6.14,6.376,6.556,6.804,8.605,1.21,0.07,"Troponin C at 73F, isoform C","TpnC73F","up"
"4061","CG8757 OS=Drosophila melanogaster GN=Dmel\CG8757 PE=3 SV=2",6.009,5.946,5.961,6.21,6.282,6.104,5.852,5.8,5.794,5.908,-0.19,0.11,"CG8757","Dmel\CG8757","no_change"
"4062","Mitochondrial import inner membrane translocase subunit Tim22 OS=Drosophila melanogaster GN=Tim22 PE=2 SV=1",7.23,6.781,7.375,7.136,6.97,7.245,7.266,7.265,7.32,7.487,0.218,0.124,"Mitochondrial import inner membrane translocase subunit Tim22","Tim22","no_change"
"4063","FI17508p1 OS=Drosophila melanogaster GN=Dmel\CG11399 PE=1 SV=1",4.928,5.214,5.027,5.028,5.11,5.292,5.312,5.252,5.197,4.975,0.144,0.166,"FI17508p1","Dmel\CG11399","no_change"
"4064","Guanylate kinase-associated protein mars OS=Drosophila melanogaster GN=mars PE=1 SV=1",3.379,4.425,4.295,4.311,4.129,4.206,4.533,4.34,4.108,3.18,-0.035,0.927,"Guanylate kinase-associated protein mars","mars","no_change"
"4065","CG9702, isoform A OS=Drosophila melanogaster GN=CG9702 PE=3 SV=1",3.857,4.126,3.869,3.438,3.129,2.613,3.043,3.208,2.343,1.689,-1.105,0.021,"CG9702, isoform A","CG9702","down"
"4066","CG5705 OS=Drosophila melanogaster GN=mRF1 PE=2 SV=1",5.493,5.214,5.403,5.328,5.444,6.329,6.335,6.01,6.108,5.815,0.743,0.003,"CG5705","mRF1","no_change"
"4067","Probable Golgi SNAP receptor complex member 2 OS=Drosophila melanogaster GN=Membrin PE=2 SV=1",4.039,4.233,4.116,4.344,4.413,3.802,4.322,3.929,3.713,3.939,-0.288,0.076,"Probable Golgi SNAP receptor complex member 2","Membrin","no_change"
"4068","SD22791p OS=Drosophila melanogaster GN=EG:34F3.4 PE=2 SV=2",6.047,6.079,5.925,5.966,5.779,5.917,5.978,5.689,5.79,5.627,-0.159,0.154,"SD22791p","EG:34F3.4","no_change"
"4069","FI11703p OS=Drosophila melanogaster GN=vtd PE=1 SV=1",5.733,5.747,5.82,5.784,5.961,5.965,5.779,5.916,5.745,5.538,-0.021,0.862,"FI11703p","vtd","no_change"
"4070","Open rectifier K[+] channel 1, isoform C OS=Drosophila melanogaster GN=Ork1 PE=3 SV=1",4.521,3.988,4.319,3.913,4.421,4.857,4.48,5.101,4.928,4.863,0.614,0.016,"Open rectifier K[+] channel 1, isoform C","Ork1","no_change"
"4071","Potential E3 ubiquitin-protein ligase ariadne-1 OS=Drosophila melanogaster GN=ari-1 PE=1 SV=2",7.421,7.744,7.503,7.575,7.574,7.445,7.292,7.121,7.139,7.084,-0.347,0.018,"Potential E3 ubiquitin-protein ligase ariadne-1","ari-1","no_change"
"4072","ADP-ribosylation factor-like protein 2 OS=Drosophila melanogaster GN=Arl2 PE=2 SV=2",5.971,5.283,5.664,5.717,5.953,5.827,5.937,6.205,6.233,6.339,0.391,0.058,"ADP-ribosylation factor-like protein 2","Arl2","no_change"
"4073","CstF-50 OS=Drosophila melanogaster GN=CstF50 PE=1 SV=1",7.13,7.284,7.187,7.182,7.273,6.896,7.169,6.989,6.897,6.696,-0.282,0.029,"CstF-50","CstF50","no_change"
"4074","Uncharacterized protein, isoform B OS=Drosophila melanogaster GN=BcDNA:RE27850 PE=4 SV=1",4.671,4.332,4.538,4.526,4.702,4.38,4.182,3.937,4.615,4.588,-0.214,0.212,"Uncharacterized protein, isoform B","BcDNA:RE27850","no_change"
"4075","Histone H3 OS=Drosophila melanogaster GN=His3.3A PE=1 SV=2",5.416,4.908,5.422,5.048,4.77,5.372,5.619,5.5,5.535,4.914,0.275,0.198,"Histone H3","His3.3A","no_change"
"4076","Tubulin gamma-1 chain OS=Drosophila melanogaster GN=gammaTub23C PE=1 SV=2",5.303,5.314,5.462,5.294,5.489,5.21,5.098,5.205,5.102,5.149,-0.22,0.024,"Tubulin gamma-1 chain","gammaTub23C","no_change"
"4077","Adenylate kinase isoenzyme 6 homolog OS=Drosophila melanogaster GN=Ak6 PE=1 SV=1",6.444,6.369,6.449,6.313,6.301,6.382,6.284,6.242,6.592,6.688,0.062,0.597,"Adenylate kinase isoenzyme 6 homolog","Ak6","no_change"
"4078","RH44935p OS=Drosophila melanogaster GN=CG11752 PE=1 SV=1",8.227,7.589,7.92,7.738,7.89,8.073,8.203,8.432,8.582,8.997,0.584,0.031,"RH44935p","CG11752","no_change"
"4079","Matrix metalloproteinase 1, isoform C OS=Drosophila melanogaster GN=Mmp1 PE=2 SV=3",6.824,7.03,6.799,6.755,6.999,6.866,6.983,6.785,6.827,6.866,-0.016,0.868,"Matrix metalloproteinase 1, isoform C","Mmp1","no_change"
"4080","Double hit, isoform B OS=Drosophila melanogaster GN=Dhit PE=1 SV=1",6.043,6.663,6.427,6.532,6.263,6.355,5.803,5.174,4.587,4.704,-1.061,0.029,"Double hit, isoform B","Dhit","down"
"4081","CG4991, isoform D OS=Drosophila melanogaster GN=CG4991 PE=4 SV=1",7.214,7.336,7.329,7.429,6.942,7.45,7.718,7.621,7.428,6.938,0.181,0.33,"CG4991, isoform D","CG4991","no_change"
"4082","IP09724p OS=Drosophila melanogaster GN=Dmel\CG15877 PE=1 SV=1",6.262,5.631,6.499,6.07,6.335,6.315,6.433,6.215,6.283,6.674,0.225,0.256,"IP09724p","Dmel\CG15877","no_change"
"4083","Tetraspanin OS=Drosophila melanogaster GN=Tsp42Eg PE=2 SV=1",6.173,5.814,6.116,5.778,5.937,5.669,5.678,6.002,5.767,5.684,-0.204,0.118,"Tetraspanin","Tsp42Eg","no_change"
"4084","FI01906p OS=Drosophila melanogaster GN=O-fut1 PE=1 SV=1",5.468,5.697,5.652,5.646,5.489,5.878,5.732,5.891,5.782,5.527,0.171,0.117,"FI01906p","O-fut1","no_change"
"4085","CG9812, isoform D OS=Drosophila melanogaster GN=CG9812 PE=4 SV=4",4.089,2.966,4.63,3.868,3.54,4.12,4.26,4.566,4.669,5.18,0.74,0.072,"CG9812, isoform D","CG9812","no_change"
"4086","GEO09349p1 OS=Drosophila melanogaster GN=CG13631-RA PE=2 SV=1",6.723,6.901,6.82,6.588,6.817,6.565,6.436,6.224,6.126,6.258,-0.448,0.012,"GEO09349p1","CG13631-RA","no_change"
"4087","Transmembrane 9 superfamily member OS=Drosophila melanogaster GN=TM9SF3 PE=1 SV=2",6.646,6.325,6.285,6.36,6.545,6.472,6.648,6.651,6.677,6.773,0.212,0.074,"Transmembrane 9 superfamily member","TM9SF3","no_change"
"4088","GH26159p OS=Drosophila melanogaster GN=Iris PE=2 SV=1",5.448,4.966,5.143,4.934,5.051,5.66,5.665,5.773,5.865,6.175,0.719,0.006,"GH26159p","Iris","no_change"
"4089","NAD-dependent protein deacetylase Sirt2 OS=Drosophila melanogaster GN=Sirt2 PE=3 SV=1",6.032,6.301,6.194,6.186,6.228,5.96,5.955,5.947,5.685,5.284,-0.422,0.033,"NAD-dependent protein deacetylase Sirt2","Sirt2","no_change"
"4090","CG5999 OS=Drosophila melanogaster GN=CG5999 PE=4 SV=2",5.881,5.4,5.652,5.623,6.246,5.982,5.793,6.264,6.473,6.631,0.468,0.074,"CG5999","CG5999","no_change"
"4091","Glutathione S transferase O3 OS=Drosophila melanogaster GN=GstO3 PE=1 SV=1",5.26,4.994,4.674,4.956,4.953,5.219,5.415,5.428,5.774,5.868,0.573,0.018,"Glutathione S transferase O3","GstO3","no_change"
"4092","Protein archease-like OS=Drosophila melanogaster GN=CG6353 PE=2 SV=1",7.965,7.991,7.951,7.937,7.886,7.854,7.679,7.441,7.331,7.277,-0.43,0.018,"Protein archease-like","CG6353","no_change"
"4093","Mothers against decapentaplegic homolog OS=Drosophila melanogaster GN=Smox PE=1 SV=1",4.946,5.332,5.25,5.163,5.158,5.198,4.815,4.634,4.578,4.914,-0.342,0.05,"Mothers against decapentaplegic homolog","Smox","no_change"
"4094","FI05221p OS=Drosophila melanogaster GN=CG15814 PE=2 SV=1",6.265,6.532,6.331,6.528,6.417,6.521,6.026,5.978,5.92,6.007,-0.324,0.051,"FI05221p","CG15814","no_change"
"4095","Domino, isoform G OS=Drosophila melanogaster GN=dom PE=1 SV=1",4.677,4.602,4.425,4.533,4.561,4.327,4.381,4.483,4.674,4.48,-0.091,0.346,"Domino, isoform G","dom","no_change"
"4096","Mec2 OS=Drosophila melanogaster GN=Mec2 PE=1 SV=1",6.126,6.786,6.465,6.608,6.589,5.743,5.377,5.101,4.871,4.902,-1.316,0.002,"Mec2","Mec2","down"
"4097","Guanylyl cyclase beta-subunit at 100B OS=Drosophila melanogaster GN=Gycbeta100B PE=1 SV=1",6.981,7.318,7.105,6.961,7.176,6.805,6.788,6.589,6.572,6.228,-0.512,0.015,"Guanylyl cyclase beta-subunit at 100B","Gycbeta100B","no_change"
"4098","Clumsy, isoform B OS=Drosophila melanogaster GN=clumsy PE=3 SV=1",3.66,4.747,4.418,4.682,4.373,4.528,4.456,3.527,3.82,3.109,-0.488,0.202,"Clumsy, isoform B","clumsy","no_change"
"4099","Cyp6a22, isoform B OS=Drosophila melanogaster GN=Cyp6a22 PE=3 SV=1",6.251,6.817,6.317,6.485,6.274,6.336,6.333,6.48,6.125,5.725,-0.229,0.247,"Cyp6a22, isoform B","Cyp6a22","no_change"
"4100","CG7519, isoform A OS=Drosophila melanogaster GN=Dmel\CG7519 PE=1 SV=1",8.138,8.251,7.968,7.986,8.11,7.936,8.099,7.958,7.802,7.757,-0.18,0.1,"CG7519, isoform A","Dmel\CG7519","no_change"
"4101","Ubiquitin-conjugating enzyme E2 C OS=Drosophila melanogaster GN=vih PE=1 SV=1",5.84,5.17,5.611,4.992,5.086,5.838,6.264,6.601,6.581,6.834,1.084,0.01,"Ubiquitin-conjugating enzyme E2 C","vih","up"
"4102","Inositol polyphosphate 1-phosphatase OS=Drosophila melanogaster GN=Ipp PE=1 SV=1",6.439,6.522,6.514,6.415,6.485,6.239,6.198,6.132,6.142,6.009,-0.331,0.006,"Inositol polyphosphate 1-phosphatase","Ipp","no_change"
"4103","LD16340p OS=Drosophila melanogaster GN=Nsun5 PE=1 SV=1",5.461,5.584,5.565,5.772,5.333,4.97,5.137,4.949,5.115,4.999,-0.509,0.005,"LD16340p","Nsun5","no_change"
"4104","40S ribosomal protein S27 OS=Drosophila melanogaster GN=RpS27 PE=1 SV=1",8.456,8.612,8.644,8.629,8.448,8.463,8.542,8.295,8.268,8.052,-0.233,0.073,"40S ribosomal protein S27","RpS27","no_change"
"4105","Alpha-methyldopa hypersensitive protein OS=Drosophila melanogaster GN=amd PE=2 SV=2",3.736,3.666,4.023,3.623,3.948,3.35,4.01,3.634,3.376,3.325,-0.26,0.156,"Alpha-methyldopa hypersensitive protein","amd","no_change"
"4106","CG3803 OS=Drosophila melanogaster GN=CG3803 PE=2 SV=1",6.728,6.98,6.935,6.751,6.85,6.706,6.722,6.731,6.607,6.335,-0.229,0.067,"CG3803","CG3803","no_change"
